Codes,Names,violence_year_minus_3,violence_year_minus_2,violence_year_minus_1,violence_now,violence_2012
E01003676,Redbridge 016B,14,16,10,12,15
E01003677,Redbridge 016C,10,16,7,11,18
E01003678,Redbridge 011A,12,14,11,11,11
E01003679,Redbridge 011B,12,10,5,7,11
E01003680,Redbridge 011C,11,6,8,8,18
E01003681,Redbridge 011D,19,25,22,13,16
E01003682,Redbridge 016D,2,9,15,3,7
E01003683,Redbridge 030A,13,20,22,22,26
E01003684,Redbridge 030B,10,17,26,23,21
E01003685,Redbridge 030C,20,12,22,12,18
E01003686,Redbridge 030D,33,28,29,35,21
E01003687,Redbridge 030E,197,207,265,277,197
E01003688,Redbridge 030F,33,23,32,45,24
E01003689,Redbridge 030G,219,217,273,165,162
E01003690,Redbridge 021A,48,57,80,74,55
E01003691,Redbridge 025A,13,15,17,10,20
E01003692,Redbridge 021B,22,15,20,13,28
E01003693,Redbridge 025B,8,5,10,6,13
E01003694,Redbridge 021C,12,17,8,4,16
E01003695,Redbridge 025C,29,13,14,11,14
E01003696,Redbridge 021D,13,14,11,8,17
E01003697,Redbridge 025D,17,22,15,11,24
E01003698,Redbridge 006A,13,7,9,6,8
E01003699,Redbridge 006B,29,21,23,34,13
E01003700,Redbridge 006C,42,52,29,41,39
E01003701,Redbridge 006D,40,43,39,37,28
E01003702,Redbridge 006E,14,22,21,20,12
E01003703,Redbridge 006F,15,30,15,21,20
E01003704,Redbridge 006G,54,25,22,34,39
E01003705,Redbridge 010A,47,52,57,42,50
E01003706,Redbridge 010B,17,11,13,17,14
E01003707,Redbridge 008A,13,8,8,15,12
E01003708,Redbridge 008B,35,21,27,20,22
E01003709,Redbridge 008C,11,11,13,8,11
E01003710,Redbridge 008D,12,6,6,10,15
E01003711,Redbridge 010C,38,58,44,29,32
E01003712,Redbridge 010D,26,18,18,27,28
E01003713,Redbridge 028A,24,15,16,21,21
E01003714,Redbridge 028B,51,55,55,37,42
E01003715,Redbridge 028C,25,20,18,17,21
E01003716,Redbridge 028D,14,20,20,18,18
E01003717,Redbridge 028E,39,42,29,36,44
E01003718,Redbridge 028F,20,25,10,16,18
E01003719,Redbridge 028G,44,39,33,48,54
E01003720,Redbridge 002A,37,50,45,53,37
E01003721,Redbridge 003A,22,19,17,17,16
E01003722,Redbridge 002B,27,41,17,22,39
E01003723,Redbridge 002C,27,39,38,27,39
E01003724,Redbridge 003B,15,16,20,16,29
E01003725,Redbridge 003C,24,24,25,19,20
E01003726,Redbridge 002D,52,42,35,47,39
E01003727,Redbridge 003D,21,25,20,15,35
E01003728,Redbridge 032A,76,81,159,124,98
E01003729,Redbridge 032B,41,63,58,65,48
E01003730,Redbridge 032C,14,12,20,13,16
E01003731,Redbridge 033A,21,32,19,25,20
E01003732,Redbridge 032D,19,28,35,33,30
E01003733,Redbridge 032E,31,30,30,24,22
E01003734,Redbridge 033B,31,41,35,49,48
E01003735,Redbridge 033C,44,37,40,38,24
E01003736,Redbridge 033D,8,20,19,20,31
E01003737,Redbridge 031A,12,19,20,21,20
E01003738,Redbridge 031B,22,17,14,15,22
E01003739,Redbridge 031C,22,28,30,20,36
E01003740,Redbridge 031D,40,41,33,29,24
E01003741,Redbridge 031E,16,15,11,10,11
E01003742,Redbridge 031F,27,21,21,32,22
E01003743,Redbridge 031G,28,22,18,22,22
E01003744,Redbridge 001A,0,8,3,5,8
E01003745,Redbridge 001B,3,6,5,3,3
E01003746,Redbridge 001C,8,9,9,13,14
E01003747,Redbridge 001D,3,1,4,1,8
E01003748,Redbridge 001E,7,11,9,9,12
E01003749,Redbridge 001F,13,11,4,6,4
E01003750,Redbridge 001G,31,32,25,18,18
E01003751,Redbridge 020A,12,19,21,12,15
E01003752,Redbridge 023A,20,16,14,15,26
E01003753,Redbridge 020B,12,13,19,16,12
E01003754,Redbridge 020C,16,16,10,10,9
E01003755,Redbridge 023B,41,36,27,14,25
E01003756,Redbridge 023C,22,27,28,23,19
E01003757,Redbridge 020D,28,34,18,22,23
E01003758,Redbridge 023D,47,65,51,35,43
E01003759,Redbridge 009A,9,5,6,1,5
E01003760,Redbridge 009B,22,18,36,22,30
E01003761,Redbridge 009C,26,35,19,20,34
E01003762,Redbridge 009D,12,11,13,15,15
E01003763,Redbridge 009E,12,9,8,6,11
E01003764,Redbridge 009F,12,27,24,17,17
E01003765,Redbridge 009G,13,7,9,8,9
E01003766,Redbridge 024A,11,11,15,21,17
E01003767,Redbridge 024B,74,52,40,46,46
E01003768,Redbridge 024C,39,35,28,37,49
E01003769,Redbridge 022A,53,49,49,44,47
E01003770,Redbridge 022B,56,47,70,68,83
E01003771,Redbridge 022C,29,23,14,21,39
E01003772,Redbridge 024D,17,21,22,12,19
E01003773,Redbridge 022D,22,18,21,18,21
E01003774,Redbridge 014A,6,8,5,10,5
E01003775,Redbridge 014B,4,5,6,6,10
E01003776,Redbridge 014C,20,34,25,24,15
E01003777,Redbridge 014D,14,12,15,8,11
E01003778,Redbridge 014E,23,22,35,35,34
E01003779,Redbridge 014F,11,18,4,8,5
E01003780,Redbridge 014G,4,6,7,2,2
E01003781,Redbridge 026A,78,53,81,46,62
E01003782,Redbridge 026B,20,21,24,13,20
E01003783,Redbridge 029A,141,161,150,132,160
E01003784,Redbridge 029B,10,13,14,12,14
E01003785,Redbridge 029C,54,33,18,32,30
E01003786,Redbridge 026C,9,15,8,7,16
E01003787,Redbridge 026D,17,13,19,14,8
E01003788,Redbridge 029D,41,46,48,49,45
E01003789,Redbridge 018A,15,21,12,12,11
E01003790,Redbridge 027A,20,18,8,14,6
E01003791,Redbridge 027B,8,6,9,6,11
E01003792,Redbridge 027C,7,14,8,12,8
E01003793,Redbridge 027D,49,24,24,18,22
E01003794,Redbridge 018B,13,13,11,9,11
E01003795,Redbridge 018C,18,11,9,6,12
E01003796,Redbridge 018D,10,13,16,7,6
E01003797,Richmond upon Thames 001A,5,8,6,6,5
E01003798,Richmond upon Thames 001B,8,11,7,12,18
E01003799,Richmond upon Thames 001C,8,11,12,11,14
E01003800,Richmond upon Thames 001D,12,14,19,14,11
E01003801,Richmond upon Thames 001E,9,11,4,8,21
E01003802,Richmond upon Thames 001F,7,3,7,2,2
E01003803,Richmond upon Thames 001G,23,19,17,20,22
E01003804,Richmond upon Thames 005A,9,14,11,8,8
E01003805,Richmond upon Thames 012A,3,7,8,3,2
E01003806,Richmond upon Thames 012B,2,1,6,8,6
E01003807,Richmond upon Thames 005B,21,20,25,21,22
E01003808,Richmond upon Thames 005C,4,9,12,11,13
E01003809,Richmond upon Thames 005D,14,17,9,2,9
E01003810,Richmond upon Thames 019A,9,8,14,7,10
E01003811,Richmond upon Thames 018A,1,1,5,7,8
E01003812,Richmond upon Thames 018B,13,17,16,16,25
E01003813,Richmond upon Thames 019B,8,12,6,5,10
E01003814,Richmond upon Thames 019C,16,8,5,7,8
E01003815,Richmond upon Thames 019D,29,33,32,29,15
E01003816,Richmond upon Thames 012C,10,17,14,21,30
E01003817,Richmond upon Thames 012D,27,28,16,28,30
E01003818,Richmond upon Thames 017A,7,6,23,11,15
E01003819,Richmond upon Thames 017B,43,42,42,38,42
E01003820,Richmond upon Thames 017C,13,14,19,23,18
E01003821,Richmond upon Thames 008A,10,18,11,12,7
E01003822,Richmond upon Thames 023A,5,4,1,3,1
E01003823,Richmond upon Thames 023B,23,15,19,21,17
E01003824,Richmond upon Thames 023C,5,7,3,9,5
E01003825,Richmond upon Thames 023D,12,4,7,8,7
E01003826,Richmond upon Thames 023E,20,27,42,22,29
E01003827,Richmond upon Thames 023F,21,21,12,22,25
E01003828,Richmond upon Thames 020A,16,8,15,6,12
E01003829,Richmond upon Thames 020B,41,41,47,52,47
E01003830,Richmond upon Thames 020C,13,21,13,11,21
E01003831,Richmond upon Thames 020D,6,8,11,19,23
E01003832,Richmond upon Thames 020E,19,29,21,18,18
E01003833,Richmond upon Thames 020F,29,25,20,25,32
E01003834,Richmond upon Thames 022A,31,21,19,17,30
E01003835,Richmond upon Thames 022B,2,3,7,9,6
E01003836,Richmond upon Thames 022C,17,12,13,20,20
E01003837,Richmond upon Thames 022D,9,12,11,14,15
E01003838,Richmond upon Thames 022E,16,28,31,12,9
E01003839,Richmond upon Thames 022F,13,12,18,21,32
E01003840,Richmond upon Thames 013A,14,18,16,16,16
E01003841,Richmond upon Thames 013B,37,42,61,61,56
E01003842,Richmond upon Thames 013C,18,29,15,24,24
E01003843,Richmond upon Thames 013D,18,18,14,23,27
E01003844,Richmond upon Thames 013E,23,17,22,18,19
E01003845,Richmond upon Thames 013F,4,15,13,9,15
E01003846,Richmond upon Thames 002A,4,6,9,7,9
E01003847,Richmond upon Thames 002B,13,17,9,13,7
E01003848,Richmond upon Thames 004A,13,21,21,21,24
E01003849,Richmond upon Thames 002C,11,5,14,7,5
E01003850,Richmond upon Thames 004B,17,29,25,35,29
E01003851,Richmond upon Thames 002D,4,3,6,11,12
E01003852,Richmond upon Thames 003A,13,15,14,15,14
E01003853,Richmond upon Thames 003B,9,8,15,8,10
E01003854,Richmond upon Thames 003C,13,12,11,16,11
E01003855,Richmond upon Thames 003D,31,33,35,23,43
E01003856,Richmond upon Thames 003E,8,6,17,4,4
E01003857,Richmond upon Thames 003F,8,11,13,11,10
E01003858,Richmond upon Thames 003G,5,5,12,17,12
E01003859,Richmond upon Thames 005E,4,4,5,5,5
E01003860,Richmond upon Thames 002E,22,38,35,29,28
E01003861,Richmond upon Thames 004C,4,6,23,13,12
E01003862,Richmond upon Thames 004D,7,10,13,20,19
E01003863,Richmond upon Thames 004E,7,12,19,12,16
E01003864,Richmond upon Thames 002F,14,15,10,13,10
E01003865,Richmond upon Thames 004F,6,6,6,21,16
E01003866,Richmond upon Thames 007A,4,5,0,4,5
E01003867,Richmond upon Thames 011A,40,36,26,27,29
E01003868,Richmond upon Thames 007B,9,6,13,10,16
E01003869,Richmond upon Thames 011B,19,17,17,11,10
E01003870,Richmond upon Thames 011C,56,18,32,23,21
E01003871,Richmond upon Thames 007C,6,1,10,7,9
E01003872,Richmond upon Thames 007D,7,7,6,10,11
E01003873,Richmond upon Thames 006A,31,25,35,12,21
E01003874,Richmond upon Thames 006B,14,6,4,6,9
E01003875,Richmond upon Thames 006C,12,12,14,13,11
E01003876,Richmond upon Thames 008B,188,230,253,156,153
E01003877,Richmond upon Thames 008C,7,3,4,6,10
E01003878,Richmond upon Thames 006D,20,22,23,29,20
E01003879,Richmond upon Thames 008D,2,5,3,5,8
E01003880,Richmond upon Thames 016A,4,7,7,10,8
E01003881,Richmond upon Thames 016B,6,0,3,4,6
E01003882,Richmond upon Thames 014A,24,18,23,22,22
E01003883,Richmond upon Thames 014B,12,15,13,10,11
E01003884,Richmond upon Thames 016C,6,22,13,16,11
E01003885,Richmond upon Thames 016D,12,17,17,12,8
E01003886,Richmond upon Thames 021A,18,19,14,19,20
E01003887,Richmond upon Thames 021B,15,19,15,15,19
E01003888,Richmond upon Thames 021C,39,49,46,22,23
E01003889,Richmond upon Thames 021D,3,5,7,7,4
E01003890,Richmond upon Thames 018C,6,4,8,4,5
E01003891,Richmond upon Thames 018D,9,7,14,17,16
E01003892,Richmond upon Thames 009A,9,8,9,6,4
E01003893,Richmond upon Thames 009B,13,15,15,6,4
E01003894,Richmond upon Thames 009C,8,11,8,10,16
E01003895,Richmond upon Thames 009D,19,26,29,19,14
E01003896,Richmond upon Thames 014C,99,103,131,87,63
E01003897,Richmond upon Thames 014D,68,62,77,64,53
E01003898,Richmond upon Thames 015A,6,19,21,11,16
E01003899,Richmond upon Thames 015B,5,15,7,4,11
E01003900,Richmond upon Thames 015C,29,13,28,23,23
E01003901,Richmond upon Thames 015D,4,3,5,6,7
E01003902,Richmond upon Thames 015E,7,7,8,6,13
E01003903,Richmond upon Thames 015F,14,12,16,19,29
E01003904,Richmond upon Thames 015G,10,14,15,15,20
E01003905,Richmond upon Thames 010A,12,20,12,22,8
E01003906,Richmond upon Thames 010B,25,25,25,26,17
E01003907,Richmond upon Thames 010C,22,21,26,25,24
E01003908,Richmond upon Thames 010D,12,12,7,11,20
E01003909,Richmond upon Thames 010E,15,22,30,24,19
E01003910,Richmond upon Thames 011D,5,10,8,5,5
E01003911,Southwark 020A,49,54,55,33,45
E01003912,Southwark 019A,43,53,47,32,23
E01003913,Southwark 024A,111,115,138,80,124
E01003914,Southwark 024B,25,25,36,22,23
E01003915,Southwark 024C,40,36,39,29,23
E01003916,Southwark 020B,57,54,55,56,49
E01003917,Southwark 020C,53,44,43,28,32
E01003918,Southwark 020D,49,55,45,38,26
E01003919,Southwark 021A,60,62,64,43,61
E01003920,Southwark 021B,48,74,56,47,47
E01003921,Southwark 021C,149,141,163,117,120
E01003922,Southwark 021D,77,90,93,72,70
E01003923,Southwark 017A,50,56,45,23,29
E01003924,Southwark 021E,54,60,42,53,48
E01003925,Southwark 020E,28,41,22,24,30
E01003926,Southwark 021F,46,47,48,30,51
E01003927,Southwark 002A,106,81,116,81,72
E01003928,Southwark 005A,58,37,61,35,23
E01003929,Southwark 002B,125,131,128,102,72
E01003930,Southwark 005B,37,47,67,39,33
E01003931,Southwark 005C,46,55,39,29,38
E01003932,Southwark 005D,75,68,73,72,73
E01003933,Southwark 005E,65,44,53,39,32
E01003934,Southwark 002C,51,55,45,34,49
E01003935,Southwark 002D,33,25,21,18,22
E01003936,Southwark 009A,20,14,10,7,8
E01003937,Southwark 009B,68,65,42,47,55
E01003938,Southwark 006A,33,46,27,32,20
E01003939,Southwark 002E,135,124,103,84,76
E01003940,Southwark 006B,37,29,18,26,30
E01003941,Southwark 006C,36,39,33,31,48
E01003942,Southwark 006D,40,49,45,44,37
E01003943,Southwark 009C,40,61,32,31,21
E01003944,Southwark 009D,69,58,62,37,46
E01003945,Southwark 033A,21,27,22,24,15
E01003946,Southwark 033B,28,22,30,17,29
E01003947,Southwark 033C,61,61,48,46,31
E01003948,Southwark 033D,40,37,24,26,20
E01003949,Southwark 032A,28,31,18,17,31
E01003950,Southwark 032B,31,35,42,29,29
E01003951,Southwark 033E,13,15,24,15,13
E01003952,Southwark 030A,45,35,54,33,46
E01003953,Southwark 028A,48,45,49,34,46
E01003954,Southwark 030B,9,16,15,9,6
E01003955,Southwark 028B,14,25,15,13,21
E01003956,Southwark 030C,17,23,31,14,8
E01003957,Southwark 032C,19,22,10,14,14
E01003958,Southwark 032D,22,27,25,19,25
E01003959,Southwark 009E,146,125,109,114,109
E01003960,Southwark 012A,37,42,42,38,21
E01003961,Southwark 012B,48,53,58,50,54
E01003962,Southwark 012C,54,50,32,17,18
E01003963,Southwark 016A,78,76,58,44,37
E01003964,Southwark 015A,117,123,96,90,117
E01003965,Southwark 012D,89,50,57,50,42
E01003966,Southwark 015B,102,106,96,81,83
E01003967,Southwark 016B,55,51,44,31,27
E01003968,Southwark 015C,44,37,26,30,26
E01003969,Southwark 017B,144,141,121,98,84
E01003970,Southwark 016C,42,28,27,22,26
E01003971,Southwark 015D,51,43,44,35,31
E01003972,Southwark 016D,56,41,40,25,30
E01003973,Southwark 016E,94,73,59,62,57
E01003974,Southwark 015E,42,32,33,27,29
E01003975,Southwark 004A,33,39,50,35,39
E01003976,Southwark 003A,40,51,69,45,31
E01003977,Southwark 010A,45,41,39,33,38
E01003978,Southwark 004B,32,28,50,40,40
E01003979,Southwark 006E,85,72,74,63,32
E01003980,Southwark 013A,114,111,92,85,62
E01003981,Southwark 006F,137,97,77,73,63
E01003982,Southwark 003B,40,30,32,33,36
E01003983,Southwark 018A,41,58,57,44,37
E01003984,Southwark 023A,79,69,73,54,39
E01003985,Southwark 022A,23,28,34,24,24
E01003986,Southwark 011A,54,43,65,41,32
E01003987,Southwark 011B,41,36,45,36,37
E01003988,Southwark 018B,94,121,125,71,103
E01003989,Southwark 018C,70,67,75,72,52
E01003990,Southwark 018D,57,61,43,43,48
E01003991,Southwark 017C,29,20,25,28,18
E01003992,Southwark 014A,40,36,32,22,16
E01003993,Southwark 017D,25,31,38,27,30
E01003994,Southwark 012E,100,81,97,78,99
E01003995,Southwark 014B,33,50,31,31,27
E01003996,Southwark 014C,155,121,128,97,106
E01003997,Southwark 017E,45,32,47,36,29
E01003998,Southwark 014D,33,30,29,30,26
E01003999,Southwark 014E,21,34,32,13,21
E01004000,Southwark 026A,59,68,56,29,35
E01004001,Southwark 026B,48,32,32,39,40
E01004002,Southwark 029A,45,38,30,11,18
E01004003,Southwark 023B,65,65,80,46,37
E01004004,Southwark 023C,64,66,81,54,57
E01004005,Southwark 023D,88,108,105,80,91
E01004006,Southwark 023E,47,37,47,43,33
E01004007,Southwark 018E,34,45,28,41,27
E01004008,Southwark 022B,133,117,82,39,72
E01004009,Southwark 022C,63,77,83,61,67
E01004010,Southwark 022D,152,152,147,128,93
E01004011,Southwark 019B,54,58,42,32,44
E01004012,Southwark 019C,30,69,53,42,38
E01004013,Southwark 019D,66,69,45,41,48
E01004014,Southwark 019E,53,40,49,41,46
E01004015,Southwark 028C,34,26,32,15,21
E01004016,Southwark 029B,46,63,59,35,47
E01004017,Southwark 029C,5,13,13,3,18
E01004018,Southwark 032E,23,20,14,22,10
E01004019,Southwark 026C,65,41,35,16,30
E01004020,Southwark 029D,42,46,48,30,24
E01004021,Southwark 028D,25,33,14,20,33
E01004022,Southwark 004C,53,63,64,35,45
E01004023,Southwark 004D,93,42,65,50,39
E01004024,Southwark 011C,68,44,35,46,24
E01004025,Southwark 003C,20,21,9,16,12
E01004026,Southwark 003D,9,18,18,10,10
E01004027,Southwark 003E,134,122,99,116,134
E01004028,Southwark 004E,44,48,32,27,23
E01004029,Southwark 001A,24,26,30,21,15
E01004030,Southwark 007A,26,23,21,30,25
E01004031,Southwark 007B,78,83,101,91,73
E01004032,Southwark 001B,5,13,7,6,10
E01004033,Southwark 007C,33,36,40,26,29
E01004034,Southwark 007D,61,55,49,41,27
E01004035,Southwark 011D,67,46,59,49,36
E01004036,Southwark 007E,75,69,51,48,48
E01004037,Southwark 010B,30,29,38,34,36
E01004038,Southwark 010C,46,40,34,50,34
E01004039,Southwark 013B,37,30,36,39,24
E01004040,Southwark 013C,60,69,64,51,43
E01004041,Southwark 013D,39,44,17,9,15
E01004042,Southwark 010D,71,51,72,81,45
E01004043,Southwark 010E,26,38,35,28,28
E01004044,Southwark 013E,42,45,37,25,25
E01004045,Southwark 027A,27,38,35,23,23
E01004046,Southwark 028E,16,21,25,20,13
E01004047,Southwark 027B,25,41,43,23,27
E01004048,Southwark 027C,29,31,38,25,38
E01004049,Southwark 027D,30,29,27,12,20
E01004050,Southwark 024D,19,10,7,14,6
E01004051,Southwark 027E,13,16,16,9,11
E01004052,Southwark 024E,29,28,33,22,26
E01004053,Southwark 001C,57,30,25,28,14
E01004054,Southwark 001D,13,22,18,7,16
E01004055,Southwark 001E,30,23,24,23,10
E01004056,Southwark 008A,27,30,22,20,31
E01004057,Southwark 008B,28,21,15,13,19
E01004058,Southwark 008C,11,13,10,3,5
E01004059,Southwark 008D,26,24,32,32,17
E01004060,Southwark 008E,47,56,51,38,27
E01004061,Southwark 025A,49,69,30,46,32
E01004062,Southwark 025B,132,148,127,100,119
E01004063,Southwark 025C,63,61,48,29,38
E01004064,Southwark 026D,52,47,46,54,39
E01004065,Southwark 025D,20,29,31,24,17
E01004066,Southwark 025E,78,76,62,36,40
E01004067,Southwark 022E,279,236,220,169,178
E01004068,Southwark 026E,75,70,49,49,50
E01004069,Southwark 031A,16,9,14,13,4
E01004070,Southwark 031B,25,19,19,17,21
E01004071,Southwark 030D,16,23,20,26,28
E01004072,Southwark 030E,22,27,17,16,12
E01004073,Southwark 031C,13,4,8,10,9
E01004074,Southwark 031D,30,24,30,27,24
E01004075,Southwark 031E,12,13,13,7,12
E01004076,Sutton 011A,32,43,49,41,55
E01004077,Sutton 011B,22,35,15,24,20
E01004078,Sutton 011C,15,17,20,24,20
E01004079,Sutton 011D,5,4,8,7,3
E01004080,Sutton 011E,5,5,2,4,14
E01004081,Sutton 011F,5,18,6,12,15
E01004082,Sutton 011G,7,9,6,6,15
E01004083,Sutton 019A,31,26,21,25,34
E01004084,Sutton 024A,2,4,3,4,6
E01004085,Sutton 024B,9,14,6,5,10
E01004086,Sutton 019B,22,39,34,39,31
E01004087,Sutton 017A,4,4,7,7,9
E01004088,Sutton 019C,39,37,30,46,42
E01004089,Sutton 019D,27,36,35,39,40
E01004090,Sutton 021A,44,51,26,25,28
E01004091,Sutton 022A,0,6,7,3,3
E01004092,Sutton 022B,10,12,1,9,7
E01004093,Sutton 023A,7,4,11,7,5
E01004094,Sutton 023B,14,12,9,11,17
E01004095,Sutton 023C,3,1,4,2,4
E01004096,Sutton 021B,21,4,4,5,6
E01004097,Sutton 015A,8,6,8,8,6
E01004098,Sutton 015B,6,4,6,5,8
E01004099,Sutton 015C,52,31,26,14,40
E01004100,Sutton 015D,10,23,16,15,11
E01004101,Sutton 013A,5,14,9,17,9
E01004102,Sutton 015E,17,11,11,23,28
E01004103,Sutton 013B,21,16,13,8,15
E01004104,Sutton 020A,6,13,8,9,4
E01004105,Sutton 022C,7,15,6,11,10
E01004106,Sutton 022D,0,1,1,7,7
E01004107,Sutton 020B,18,16,21,21,23
E01004108,Sutton 024C,8,13,6,7,21
E01004109,Sutton 024D,17,12,16,13,21
E01004110,Sutton 016A,42,36,33,31,32
E01004111,Sutton 016B,11,9,5,12,15
E01004112,Sutton 016C,4,5,6,5,13
E01004113,Sutton 023D,0,0,4,10,4
E01004114,Sutton 023E,4,4,3,2,9
E01004115,Sutton 009A,8,13,14,13,14
E01004116,Sutton 008A,8,6,1,8,9
E01004117,Sutton 006A,2,5,3,10,4
E01004118,Sutton 009B,30,41,27,32,38
E01004119,Sutton 009C,3,14,20,27,24
E01004120,Sutton 016D,7,3,1,5,3
E01004121,Sutton 006B,26,23,14,21,14
E01004122,Sutton 008B,5,7,3,6,10
E01004123,Sutton 002A,88,69,64,63,63
E01004124,Sutton 002B,19,15,26,22,29
E01004125,Sutton 001A,31,26,23,20,17
E01004126,Sutton 002C,28,34,17,17,22
E01004127,Sutton 005A,26,19,24,24,22
E01004128,Sutton 002D,34,33,34,32,30
E01004129,Sutton 002E,49,56,25,26,25
E01004130,Sutton 003A,25,20,44,32,31
E01004131,Sutton 003B,11,17,21,18,10
E01004132,Sutton 009D,14,7,4,3,15
E01004133,Sutton 009E,5,4,0,6,2
E01004134,Sutton 003C,30,26,16,14,15
E01004135,Sutton 003D,13,18,17,9,10
E01004136,Sutton 003E,9,12,7,10,7
E01004137,Sutton 012A,37,24,39,20,38
E01004138,Sutton 013C,17,31,33,33,28
E01004139,Sutton 013D,21,15,19,17,13
E01004140,Sutton 012B,47,66,67,44,48
E01004141,Sutton 012C,15,24,20,22,26
E01004142,Sutton 012D,361,357,269,325,320
E01004143,Sutton 014A,19,14,8,16,13
E01004144,Sutton 007A,25,19,14,11,15
E01004145,Sutton 007B,26,21,12,23,18
E01004146,Sutton 007C,37,47,60,37,34
E01004147,Sutton 007D,13,10,9,10,9
E01004148,Sutton 014B,27,35,29,24,28
E01004149,Sutton 012E,10,16,19,12,20
E01004150,Sutton 021C,14,18,12,21,24
E01004151,Sutton 021D,14,14,15,12,11
E01004152,Sutton 018A,25,26,28,31,25
E01004153,Sutton 021E,10,6,14,7,16
E01004154,Sutton 022E,0,4,0,1,4
E01004155,Sutton 018B,12,10,7,5,11
E01004156,Sutton 018C,29,30,30,29,26
E01004157,Sutton 016E,17,8,8,9,4
E01004158,Sutton 018D,7,9,12,13,10
E01004159,Sutton 014C,11,11,16,9,13
E01004160,Sutton 014D,7,6,11,4,13
E01004161,Sutton 014E,10,5,15,1,8
E01004162,Sutton 018E,18,16,14,10,22
E01004163,Sutton 005B,12,18,14,8,23
E01004164,Sutton 004A,17,18,14,20,20
E01004165,Sutton 005C,30,22,33,31,28
E01004166,Sutton 004B,11,11,19,13,15
E01004167,Sutton 005D,35,19,15,22,29
E01004168,Sutton 013E,9,9,12,15,14
E01004169,Sutton 004C,31,17,14,12,12
E01004170,Sutton 017B,13,12,16,34,28
E01004171,Sutton 010A,11,21,11,11,9
E01004172,Sutton 010B,25,39,32,24,17
E01004173,Sutton 010C,7,6,9,14,18
E01004174,Sutton 017C,12,12,10,14,12
E01004175,Sutton 010D,10,16,23,18,18
E01004176,Sutton 010E,17,17,11,20,22
E01004177,Sutton 020C,24,32,30,29,19
E01004178,Sutton 017D,65,79,49,61,54
E01004179,Sutton 017E,7,7,2,4,7
E01004180,Sutton 020D,14,9,5,10,7
E01004181,Sutton 020E,19,11,10,16,29
E01004182,Sutton 019E,36,34,23,22,19
E01004183,Sutton 001B,45,33,34,22,34
E01004184,Sutton 001C,47,39,27,15,18
E01004185,Sutton 001D,23,44,30,34,36
E01004186,Sutton 004D,18,17,16,28,24
E01004187,Sutton 005E,16,22,18,16,15
E01004188,Sutton 004E,34,28,21,42,30
E01004189,Sutton 001E,24,28,31,23,26
E01004190,Sutton 008C,6,6,3,1,6
E01004191,Sutton 008D,14,17,12,17,17
E01004192,Sutton 006C,13,16,29,15,31
E01004193,Sutton 006D,10,29,18,31,25
E01004194,Sutton 008E,15,13,14,9,8
E01004195,Sutton 006E,13,18,19,25,15
E01004196,Sutton 008F,7,7,12,4,10
E01004197,Tower Hamlets 002A,47,66,65,76,90
E01004198,Tower Hamlets 002B,46,31,46,40,44
E01004199,Tower Hamlets 002C,39,22,37,31,58
E01004200,Tower Hamlets 005A,19,19,22,17,22
E01004201,Tower Hamlets 002D,30,39,29,20,32
E01004202,Tower Hamlets 005B,39,32,30,27,25
E01004203,Tower Hamlets 005C,66,71,84,70,57
E01004204,Tower Hamlets 005D,36,35,20,18,33
E01004205,Tower Hamlets 013A,56,47,65,52,47
E01004206,Tower Hamlets 013B,47,41,41,24,37
E01004207,Tower Hamlets 011A,41,41,37,41,35
E01004208,Tower Hamlets 013C,164,175,162,123,118
E01004209,Tower Hamlets 011B,41,39,43,26,43
E01004210,Tower Hamlets 011C,22,42,39,33,31
E01004211,Tower Hamlets 013D,83,81,75,74,60
E01004212,Tower Hamlets 011D,44,36,35,38,32
E01004213,Tower Hamlets 011E,25,10,31,26,13
E01004214,Tower Hamlets 030A,30,47,29,16,22
E01004215,Tower Hamlets 028A,47,60,55,49,83
E01004216,Tower Hamlets 030B,20,17,21,18,16
E01004217,Tower Hamlets 030C,61,55,56,53,57
E01004218,Tower Hamlets 030D,26,14,40,17,23
E01004219,Tower Hamlets 028B,55,51,35,36,53
E01004220,Tower Hamlets 028C,92,81,85,81,97
E01004221,Tower Hamlets 028D,37,24,18,27,22
E01004222,Tower Hamlets 001A,51,47,52,50,63
E01004223,Tower Hamlets 001B,36,43,40,37,30
E01004224,Tower Hamlets 001C,45,43,36,39,52
E01004225,Tower Hamlets 004A,20,28,31,44,38
E01004226,Tower Hamlets 001D,48,64,58,37,43
E01004227,Tower Hamlets 004B,75,75,89,79,108
E01004228,Tower Hamlets 003A,31,32,46,19,36
E01004229,Tower Hamlets 004C,51,38,42,35,33
E01004230,Tower Hamlets 003B,37,48,44,44,37
E01004231,Tower Hamlets 004D,47,71,65,36,43
E01004232,Tower Hamlets 003C,44,54,52,38,46
E01004233,Tower Hamlets 003D,24,32,33,24,44
E01004234,Tower Hamlets 003E,65,58,46,35,57
E01004235,Tower Hamlets 008A,27,23,24,21,21
E01004236,Tower Hamlets 008B,42,33,36,46,31
E01004237,Tower Hamlets 008C,24,9,29,35,22
E01004238,Tower Hamlets 008D,49,62,75,53,93
E01004239,Tower Hamlets 008E,34,41,39,41,34
E01004240,Tower Hamlets 012A,31,23,17,29,29
E01004241,Tower Hamlets 012B,33,26,29,33,28
E01004242,Tower Hamlets 012C,62,66,81,55,55
E01004243,Tower Hamlets 020A,39,49,42,36,42
