Codes,Names,violence_year_minus_3,violence_year_minus_2,violence_year_minus_1,violence_now,violence_2012
E01004244,Tower Hamlets 020B,66,60,83,70,76
E01004245,Tower Hamlets 018A,38,41,41,35,28
E01004246,Tower Hamlets 018B,38,40,64,53,49
E01004247,Tower Hamlets 020C,79,89,86,62,71
E01004248,Tower Hamlets 018C,39,31,27,22,19
E01004249,Tower Hamlets 018D,71,47,45,52,61
E01004250,Tower Hamlets 020D,76,61,53,65,50
E01004251,Tower Hamlets 023A,26,38,37,39,53
E01004252,Tower Hamlets 024A,105,125,118,81,95
E01004253,Tower Hamlets 024B,35,40,37,42,48
E01004254,Tower Hamlets 023B,42,28,44,33,61
E01004255,Tower Hamlets 023C,24,38,39,38,34
E01004256,Tower Hamlets 024C,38,41,44,43,45
E01004257,Tower Hamlets 024D,32,42,49,31,35
E01004258,Tower Hamlets 023D,19,11,20,16,14
E01004259,Tower Hamlets 007A,79,82,64,77,65
E01004260,Tower Hamlets 007B,38,41,47,32,32
E01004261,Tower Hamlets 010A,59,46,54,47,27
E01004262,Tower Hamlets 010B,84,68,75,89,97
E01004263,Tower Hamlets 007C,21,34,30,25,16
E01004264,Tower Hamlets 010C,31,35,26,21,23
E01004265,Tower Hamlets 010D,49,45,52,41,57
E01004266,Tower Hamlets 007D,22,28,30,16,22
E01004267,Tower Hamlets 012D,56,58,74,61,51
E01004268,Tower Hamlets 012E,27,34,43,33,30
E01004269,Tower Hamlets 014A,95,103,88,65,71
E01004270,Tower Hamlets 014B,73,64,75,58,67
E01004271,Tower Hamlets 014C,32,28,26,35,38
E01004272,Tower Hamlets 014D,47,36,37,45,54
E01004273,Tower Hamlets 014E,34,34,40,46,53
E01004274,Tower Hamlets 031A,27,33,32,31,24
E01004275,Tower Hamlets 031B,17,21,22,33,27
E01004276,Tower Hamlets 031C,9,10,14,5,9
E01004277,Tower Hamlets 029A,55,70,67,69,50
E01004278,Tower Hamlets 029B,115,79,110,125,127
E01004279,Tower Hamlets 029C,30,35,40,51,51
E01004280,Tower Hamlets 029D,36,37,38,32,33
E01004281,Tower Hamlets 031D,13,13,12,11,15
E01004282,Tower Hamlets 031E,26,37,22,20,30
E01004283,Tower Hamlets 016A,30,36,39,27,29
E01004284,Tower Hamlets 019A,56,62,45,30,36
E01004285,Tower Hamlets 019B,40,32,41,43,47
E01004286,Tower Hamlets 019C,46,36,26,52,76
E01004287,Tower Hamlets 016B,30,42,37,45,42
E01004288,Tower Hamlets 019D,49,48,57,43,50
E01004289,Tower Hamlets 016C,32,39,44,36,32
E01004290,Tower Hamlets 016D,70,67,54,50,45
E01004291,Tower Hamlets 027A,15,19,17,7,13
E01004292,Tower Hamlets 026A,6,10,4,3,5
E01004293,Tower Hamlets 027B,34,23,36,30,32
E01004294,Tower Hamlets 026B,63,43,45,62,37
E01004295,Tower Hamlets 026C,23,29,19,25,17
E01004296,Tower Hamlets 026D,30,17,24,14,34
E01004297,Tower Hamlets 027C,11,13,13,17,9
E01004298,Tower Hamlets 022A,62,61,45,45,39
E01004299,Tower Hamlets 025A,46,47,41,54,43
E01004300,Tower Hamlets 022B,22,22,14,17,23
E01004301,Tower Hamlets 025B,35,32,33,31,28
E01004302,Tower Hamlets 025C,42,30,40,40,51
E01004303,Tower Hamlets 025D,31,44,55,36,51
E01004304,Tower Hamlets 022C,47,39,56,36,38
E01004305,Tower Hamlets 022D,29,35,40,33,52
E01004306,Tower Hamlets 015A,111,121,118,81,106
E01004307,Tower Hamlets 015B,79,69,89,114,77
E01004308,Tower Hamlets 015C,23,27,30,35,39
E01004309,Tower Hamlets 015D,118,127,153,150,150
E01004310,Tower Hamlets 015E,51,74,54,35,43
E01004311,Tower Hamlets 006A,41,46,41,25,25
E01004312,Tower Hamlets 009A,33,15,33,23,20
E01004313,Tower Hamlets 009B,40,40,57,61,53
E01004314,Tower Hamlets 006B,18,17,11,9,12
E01004315,Tower Hamlets 006C,62,51,42,54,46
E01004316,Tower Hamlets 009C,22,27,19,26,20
E01004317,Tower Hamlets 009D,130,95,118,114,128
E01004318,Tower Hamlets 006D,45,56,45,58,52
E01004319,Tower Hamlets 021A,23,50,48,42,42
E01004320,Tower Hamlets 021B,51,55,57,56,45
E01004321,Tower Hamlets 021C,68,53,68,50,63
E01004322,Tower Hamlets 017A,81,67,129,94,101
E01004323,Tower Hamlets 017B,39,32,40,45,37
E01004324,Tower Hamlets 017C,24,22,35,25,27
E01004325,Tower Hamlets 021D,70,96,77,64,80
E01004326,Tower Hamlets 017D,45,51,35,58,49
E01004327,Waltham Forest 028A,30,21,21,19,16
E01004328,Waltham Forest 028B,45,27,29,25,27
E01004329,Waltham Forest 028C,30,35,22,36,39
E01004330,Waltham Forest 028D,15,13,17,11,19
E01004331,Waltham Forest 028E,16,38,34,33,30
E01004332,Waltham Forest 028F,41,34,46,39,58
E01004333,Waltham Forest 024A,26,21,22,23,23
E01004334,Waltham Forest 024B,44,44,34,37,25
E01004335,Waltham Forest 027A,43,70,45,32,54
E01004336,Waltham Forest 026A,33,37,43,33,39
E01004337,Waltham Forest 027B,25,29,27,33,17
E01004338,Waltham Forest 027C,25,20,28,23,24
E01004339,Waltham Forest 027D,30,24,32,26,27
E01004340,Waltham Forest 027E,36,38,37,42,43
E01004341,Waltham Forest 027F,67,60,54,47,53
E01004342,Waltham Forest 011A,53,57,78,44,33
E01004343,Waltham Forest 008A,24,15,16,14,19
E01004344,Waltham Forest 008B,36,40,41,32,43
E01004345,Waltham Forest 010A,26,31,22,30,21
E01004346,Waltham Forest 011B,23,25,27,11,16
E01004347,Waltham Forest 011C,35,41,30,29,33
E01004348,Waltham Forest 010B,49,73,73,64,63
E01004349,Waltham Forest 001A,29,21,28,35,25
E01004350,Waltham Forest 001B,23,27,19,16,20
E01004351,Waltham Forest 001C,39,52,31,14,13
E01004352,Waltham Forest 002A,31,38,27,19,29
E01004353,Waltham Forest 002B,9,14,16,9,13
E01004354,Waltham Forest 002C,49,50,50,51,54
E01004355,Waltham Forest 004A,43,30,45,26,13
E01004356,Waltham Forest 001D,19,45,40,18,30
E01004357,Waltham Forest 001E,26,18,17,21,16
E01004358,Waltham Forest 002D,15,24,16,28,22
E01004359,Waltham Forest 002E,11,24,9,13,12
E01004360,Waltham Forest 004B,12,14,15,4,7
E01004361,Waltham Forest 005A,9,9,8,10,6
E01004362,Waltham Forest 021A,25,49,43,16,22
E01004363,Waltham Forest 019A,52,36,52,55,63
E01004364,Waltham Forest 019B,47,46,51,38,47
E01004365,Waltham Forest 020A,54,52,57,76,72
E01004366,Waltham Forest 019C,30,27,21,30,22
E01004367,Waltham Forest 019D,34,47,42,42,29
E01004368,Waltham Forest 019E,24,27,29,30,44
E01004369,Waltham Forest 023A,34,23,34,18,19
E01004370,Waltham Forest 023B,33,31,48,44,62
E01004371,Waltham Forest 025A,25,32,29,15,22
E01004372,Waltham Forest 023C,13,25,17,10,17
E01004373,Waltham Forest 025B,32,27,24,22,35
E01004374,Waltham Forest 025C,29,27,17,25,10
E01004375,Waltham Forest 025D,26,26,43,26,36
E01004376,Waltham Forest 025E,38,37,30,31,42
E01004377,Waltham Forest 010C,19,25,27,24,20
E01004378,Waltham Forest 010D,22,32,26,19,29
E01004379,Waltham Forest 007A,10,14,12,8,9
E01004380,Waltham Forest 007B,16,8,21,19,13
E01004381,Waltham Forest 007C,47,46,38,32,22
E01004382,Waltham Forest 008C,30,30,28,32,22
E01004383,Waltham Forest 007D,24,21,27,13,13
E01004384,Waltham Forest 003A,34,38,41,42,46
E01004385,Waltham Forest 003B,19,31,33,27,40
E01004386,Waltham Forest 003C,7,9,15,11,4
E01004387,Waltham Forest 007E,2,10,4,7,7
E01004388,Waltham Forest 007F,31,53,30,33,19
E01004389,Waltham Forest 003D,48,27,28,34,32
E01004390,Waltham Forest 003E,43,40,16,23,22
E01004391,Waltham Forest 014A,53,40,35,21,47
E01004392,Waltham Forest 017A,124,145,160,150,138
E01004393,Waltham Forest 014B,37,28,31,30,30
E01004394,Waltham Forest 017B,51,45,51,38,34
E01004395,Waltham Forest 018A,16,14,18,17,13
E01004396,Waltham Forest 012A,34,32,20,35,7
E01004397,Waltham Forest 017C,226,246,227,189,250
E01004398,Waltham Forest 009A,42,37,43,31,19
E01004399,Waltham Forest 009B,44,28,37,38,30
E01004400,Waltham Forest 009C,38,45,37,25,28
E01004401,Waltham Forest 014C,36,41,35,39,34
E01004402,Waltham Forest 009D,29,46,28,39,28
E01004403,Waltham Forest 009E,39,60,48,37,30
E01004404,Waltham Forest 014D,26,41,49,31,24
E01004405,Waltham Forest 020B,22,22,34,22,39
E01004406,Waltham Forest 016A,47,29,46,43,36
E01004407,Waltham Forest 013A,44,57,50,53,33
E01004408,Waltham Forest 016B,36,52,67,42,40
E01004409,Waltham Forest 016C,60,52,69,46,44
E01004410,Waltham Forest 013B,24,47,41,35,35
E01004411,Waltham Forest 016D,36,52,40,43,42
E01004412,Waltham Forest 015A,22,16,29,31,26
E01004413,Waltham Forest 004C,44,46,24,29,21
E01004414,Waltham Forest 005B,36,50,46,44,45
E01004415,Waltham Forest 004D,19,36,34,22,28
E01004416,Waltham Forest 004E,25,32,15,30,27
E01004417,Waltham Forest 005C,58,58,47,54,55
E01004418,Waltham Forest 008D,30,38,20,25,18
E01004419,Waltham Forest 008E,38,33,32,28,30
E01004420,Waltham Forest 020C,120,122,110,110,97
E01004421,Waltham Forest 018B,33,43,24,25,20
E01004422,Waltham Forest 022A,44,59,42,35,39
E01004423,Waltham Forest 020D,38,36,35,34,33
E01004424,Waltham Forest 022B,72,62,79,64,47
E01004425,Waltham Forest 022C,34,41,32,38,30
E01004426,Waltham Forest 022D,24,24,24,16,18
E01004427,Waltham Forest 022E,36,51,45,40,42
E01004428,Waltham Forest 026B,41,37,32,35,52
E01004429,Waltham Forest 026C,31,44,26,37,42
E01004430,Waltham Forest 026D,126,139,108,98,110
E01004431,Waltham Forest 020E,34,20,35,21,42
E01004432,Waltham Forest 023D,33,47,40,43,36
E01004433,Waltham Forest 020F,26,46,38,17,33
E01004434,Waltham Forest 026E,45,24,41,25,43
E01004435,Waltham Forest 023E,60,39,43,45,46
E01004436,Waltham Forest 021B,32,49,50,38,27
E01004437,Waltham Forest 021C,29,32,36,34,28
E01004438,Waltham Forest 024C,130,106,117,98,119
E01004439,Waltham Forest 021D,26,30,26,18,15
E01004440,Waltham Forest 024D,63,50,44,60,44
E01004441,Waltham Forest 024E,15,15,8,20,10
E01004442,Waltham Forest 021E,24,21,24,16,23
E01004443,Waltham Forest 016E,43,38,32,47,39
E01004444,Waltham Forest 017D,81,72,73,41,71
E01004445,Waltham Forest 018C,17,17,24,26,34
E01004446,Waltham Forest 017E,32,18,26,36,27
E01004447,Waltham Forest 016F,23,9,19,24,12
E01004448,Waltham Forest 018D,48,43,38,26,41
E01004449,Waltham Forest 018E,27,43,39,38,24
E01004450,Waltham Forest 006A,8,15,10,12,15
E01004451,Waltham Forest 005D,17,20,10,14,22
E01004452,Waltham Forest 005E,48,51,56,54,31
E01004453,Waltham Forest 006B,22,26,24,13,22
E01004454,Waltham Forest 006C,24,25,21,11,19
E01004455,Waltham Forest 006D,53,53,50,56,67
E01004456,Waltham Forest 006E,25,31,26,27,26
E01004457,Waltham Forest 012B,39,35,49,37,19
E01004458,Waltham Forest 012C,53,43,41,31,29
E01004459,Waltham Forest 012D,31,39,28,18,30
E01004460,Waltham Forest 011D,64,47,34,20,29
E01004461,Waltham Forest 014E,22,35,32,36,31
E01004462,Waltham Forest 011E,45,31,38,32,44
E01004463,Waltham Forest 012E,23,32,34,13,26
E01004464,Waltham Forest 013C,69,66,90,46,41
E01004465,Waltham Forest 015B,14,24,25,16,9
E01004466,Waltham Forest 015C,20,23,5,11,22
E01004467,Waltham Forest 015D,68,65,60,45,45
E01004468,Waltham Forest 015E,31,34,38,38,34
E01004469,Waltham Forest 013D,38,40,20,25,35
E01004470,Waltham Forest 013E,50,38,44,46,26
E01004471,Waltham Forest 013F,25,34,26,34,18
E01004472,Wandsworth 021A,11,10,6,5,12
E01004473,Wandsworth 026A,21,19,25,17,14
E01004474,Wandsworth 021B,97,88,72,62,53
E01004475,Wandsworth 026B,13,6,15,14,6
E01004476,Wandsworth 021C,24,33,31,14,30
E01004477,Wandsworth 017A,9,6,10,7,4
E01004478,Wandsworth 017B,0,3,4,0,3
E01004479,Wandsworth 017C,9,18,7,5,13
E01004480,Wandsworth 026C,9,5,7,6,5
E01004481,Wandsworth 029A,29,33,39,30,34
E01004482,Wandsworth 030A,25,24,34,17,25
E01004483,Wandsworth 026D,20,18,25,16,13
E01004484,Wandsworth 026E,7,16,17,7,16
E01004485,Wandsworth 030B,57,48,36,26,38
E01004486,Wandsworth 026F,19,15,14,17,13
E01004487,Wandsworth 030C,17,16,18,10,16
E01004488,Wandsworth 029B,16,16,23,15,9
E01004489,Wandsworth 030D,15,21,7,15,15
E01004490,Wandsworth 031A,8,16,16,9,6
E01004491,Wandsworth 031B,10,19,18,22,28
E01004492,Wandsworth 031C,36,31,44,23,21
E01004493,Wandsworth 019A,50,39,47,40,29
E01004494,Wandsworth 018A,40,48,50,36,29
E01004495,Wandsworth 024A,31,42,55,42,19
E01004496,Wandsworth 024B,42,42,44,34,34
E01004497,Wandsworth 024C,22,22,21,14,12
E01004498,Wandsworth 031D,22,20,19,25,9
E01004499,Wandsworth 020A,20,15,20,13,8
E01004500,Wandsworth 014A,11,11,10,11,10
E01004501,Wandsworth 014B,18,17,18,13,15
E01004502,Wandsworth 020B,16,16,6,10,11
E01004503,Wandsworth 014C,13,9,19,12,18
E01004504,Wandsworth 020C,2,7,4,2,1
E01004505,Wandsworth 014D,5,7,12,6,1
E01004506,Wandsworth 011A,27,25,10,28,27
E01004507,Wandsworth 014E,14,33,16,24,18
E01004508,Wandsworth 012A,23,21,26,25,27
E01004509,Wandsworth 010A,99,81,83,66,130
E01004510,Wandsworth 012B,22,26,38,19,12
E01004511,Wandsworth 010B,14,19,12,14,12
E01004512,Wandsworth 019B,6,7,8,10,12
E01004513,Wandsworth 018B,49,38,50,31,41
E01004514,Wandsworth 012C,24,15,19,24,25
E01004515,Wandsworth 012D,16,26,21,12,14
E01004516,Wandsworth 036A,16,16,9,16,13
E01004517,Wandsworth 037A,36,42,29,38,28
E01004518,Wandsworth 036B,14,15,26,12,15
E01004519,Wandsworth 036C,22,33,25,19,20
E01004520,Wandsworth 036D,20,19,20,5,15
E01004521,Wandsworth 037B,31,33,28,24,24
E01004522,Wandsworth 037C,26,17,23,20,22
E01004523,Wandsworth 036E,18,19,21,20,9
E01004524,Wandsworth 037D,25,29,33,28,18
E01004525,Wandsworth 035A,129,166,179,133,128
E01004526,Wandsworth 035B,41,44,45,45,39
E01004527,Wandsworth 035C,16,37,9,16,14
E01004528,Wandsworth 035D,61,43,34,26,22
E01004529,Wandsworth 035E,24,38,34,19,20
E01004530,Wandsworth 035F,20,20,26,21,18
E01004531,Wandsworth 033A,24,33,20,27,18
E01004532,Wandsworth 032A,20,26,14,12,11
E01004533,Wandsworth 033B,32,20,27,20,31
E01004534,Wandsworth 008A,50,40,48,30,24
E01004535,Wandsworth 007A,33,38,56,45,34
E01004536,Wandsworth 008B,56,43,50,32,46
E01004537,Wandsworth 007B,43,60,46,38,39
E01004538,Wandsworth 007C,41,51,24,26,33
E01004539,Wandsworth 003A,71,68,87,49,66
E01004540,Wandsworth 003B,58,57,52,41,40
E01004541,Wandsworth 007D,56,64,46,52,51
E01004542,Wandsworth 021D,10,15,9,10,5
E01004543,Wandsworth 027A,19,14,13,12,17
E01004544,Wandsworth 021E,8,12,12,9,8
E01004545,Wandsworth 027B,54,38,31,23,25
E01004546,Wandsworth 027C,6,5,6,4,2
E01004547,Wandsworth 029C,14,28,27,16,10
E01004548,Wandsworth 029D,31,35,44,30,30
E01004549,Wandsworth 027D,18,11,11,12,15
E01004550,Wandsworth 017D,19,9,15,11,22
E01004551,Wandsworth 012E,106,96,112,99,85
E01004552,Wandsworth 008C,69,49,56,38,55
E01004553,Wandsworth 015A,15,9,17,13,20
E01004554,Wandsworth 009A,2,7,4,4,3
E01004555,Wandsworth 017E,8,2,2,2,5
E01004556,Wandsworth 009B,2,3,4,5,1
E01004557,Wandsworth 015B,11,8,10,9,6
E01004558,Wandsworth 015C,11,11,9,6,3
E01004559,Wandsworth 015D,4,7,11,8,5
E01004560,Wandsworth 001A,33,39,35,17,23
E01004561,Wandsworth 002A,57,53,65,46,51
E01004562,Wandsworth 002B,72,64,60,35,39
E01004563,Wandsworth 002C,83,67,43,44,44
E01004564,Wandsworth 002D,29,25,26,10,11
E01004565,Wandsworth 005A,17,31,17,17,16
E01004566,Wandsworth 001B,7,8,15,9,12
E01004567,Wandsworth 002E,36,47,23,34,35
E01004568,Wandsworth 013A,38,43,42,29,37
E01004569,Wandsworth 023A,52,59,63,58,53
E01004570,Wandsworth 023B,48,36,63,40,34
E01004571,Wandsworth 023C,44,47,27,38,36
E01004572,Wandsworth 016A,27,33,23,22,20
E01004573,Wandsworth 023D,28,53,38,35,32
E01004574,Wandsworth 013B,47,52,39,35,43
E01004575,Wandsworth 013C,27,27,26,19,20
E01004576,Wandsworth 013D,32,31,37,41,29
E01004577,Wandsworth 003C,22,25,23,23,17
E01004578,Wandsworth 004A,45,50,51,63,51
E01004579,Wandsworth 004B,33,25,14,10,16
E01004580,Wandsworth 004C,36,36,30,30,29
E01004581,Wandsworth 004D,11,20,25,19,13
E01004582,Wandsworth 001C,14,5,18,12,9
E01004583,Wandsworth 001D,39,39,31,49,37
E01004584,Wandsworth 003D,30,37,44,40,28
E01004585,Wandsworth 008D,26,30,33,19,26
E01004586,Wandsworth 009C,8,10,14,8,10
E01004587,Wandsworth 009D,11,11,3,5,7
E01004588,Wandsworth 008E,45,59,38,59,53
E01004589,Wandsworth 009E,20,21,12,7,17
E01004590,Wandsworth 005B,35,41,57,30,29
E01004591,Wandsworth 005C,51,58,56,40,32
E01004592,Wandsworth 005D,26,32,36,22,14
E01004593,Wandsworth 025A,25,9,15,13,13
E01004594,Wandsworth 020D,10,8,10,6,5
E01004595,Wandsworth 025B,17,14,16,13,14
E01004596,Wandsworth 020E,17,25,15,7,14
E01004597,Wandsworth 025C,10,8,9,2,3
E01004598,Wandsworth 025D,10,9,9,9,27
E01004599,Wandsworth 025E,5,4,8,2,4
E01004600,Wandsworth 018C,99,85,90,67,65
E01004601,Wandsworth 018D,47,51,41,31,32
E01004602,Wandsworth 010C,8,5,7,12,5
E01004603,Wandsworth 010D,32,28,22,10,8
E01004604,Wandsworth 006A,8,7,5,3,4
E01004605,Wandsworth 006B,20,13,27,18,17
E01004606,Wandsworth 006C,16,20,13,12,7
E01004607,Wandsworth 006D,15,13,8,5,3
E01004608,Wandsworth 006E,17,18,16,9,20
E01004609,Wandsworth 010E,104,158,123,103,110
E01004610,Wandsworth 033C,25,14,15,15,20
E01004611,Wandsworth 032B,42,46,37,32,18
E01004612,Wandsworth 032C,37,37,42,39,33
E01004613,Wandsworth 033D,57,57,70,46,49
E01004614,Wandsworth 034A,36,29,23,19,32
E01004615,Wandsworth 034B,38,60,45,40,24
E01004616,Wandsworth 034C,22,38,34,20,25
E01004617,Wandsworth 034D,103,98,117,119,121
E01004618,Wandsworth 032D,12,15,8,8,15
E01004619,Wandsworth 015E,12,2,7,4,10
E01004620,Wandsworth 019C,13,9,8,5,10
E01004621,Wandsworth 019D,16,11,30,14,10
E01004622,Wandsworth 024D,26,24,19,10,24
E01004623,Wandsworth 019E,9,17,7,10,2
E01004624,Wandsworth 024E,14,28,14,16,12
E01004625,Wandsworth 027E,3,2,0,1,6
E01004626,Wandsworth 027F,57,79,70,49,67
E01004627,Wandsworth 019F,12,13,14,9,7
E01004628,Wandsworth 022A,31,16,23,10,22
E01004629,Wandsworth 020F,14,16,8,17,7
E01004630,Wandsworth 022B,31,41,36,27,19
E01004631,Wandsworth 022C,21,19,23,26,23
E01004632,Wandsworth 028A,12,10,8,5,2
E01004633,Wandsworth 022D,43,42,18,15,20
E01004634,Wandsworth 028B,21,22,25,13,15
E01004635,Wandsworth 028C,19,5,13,9,7
E01004636,Wandsworth 028D,15,10,6,14,8
E01004637,Wandsworth 028E,5,11,8,3,8
E01004638,Wandsworth 011B,5,2,5,0,5
E01004639,Wandsworth 011C,15,18,19,15,8
E01004640,Wandsworth 011D,8,3,15,4,3
E01004641,Wandsworth 011E,19,27,16,17,19
E01004642,Wandsworth 016B,10,14,13,10,25
E01004643,Wandsworth 016C,57,51,56,26,35
E01004644,Wandsworth 016D,32,32,43,57,41
E01004645,Wandsworth 016E,45,50,60,29,38
E01004646,Westminster 002A,14,15,9,27,14
E01004647,Westminster 001A,22,18,26,24,15
E01004648,Westminster 002B,21,35,39,24,22
E01004649,Westminster 001B,28,29,25,20,15
E01004650,Westminster 002C,8,8,7,18,16
E01004651,Westminster 003A,13,13,19,13,14
E01004652,Westminster 017A,28,38,38,37,22
E01004653,Westminster 014A,19,22,19,18,21
E01004654,Westminster 014B,43,45,28,34,28
E01004655,Westminster 014C,33,26,23,42,36
E01004656,Westminster 014D,28,29,26,25,30
E01004657,Westminster 012A,62,45,51,32,47
E01004658,Westminster 012B,141,133,144,132,142
E01004659,Westminster 008A,17,17,37,23,19
E01004660,Westminster 008B,26,25,25,34,29
E01004661,Westminster 012C,63,61,74,53,48
E01004662,Westminster 012D,17,17,16,29,18
E01004663,Westminster 012E,27,15,27,37,30
E01004664,Westminster 023A,28,37,42,37,43
E01004665,Westminster 024A,33,56,44,18,24
E01004666,Westminster 023B,97,89,89,80,78
E01004667,Westminster 023C,26,31,40,18,19
E01004668,Westminster 023D,17,19,23,14,12
E01004669,Westminster 024B,32,29,40,27,35
E01004670,Westminster 009A,55,46,51,49,45
E01004671,Westminster 009B,87,79,101,96,75
E01004672,Westminster 009C,83,90,102,81,64
E01004673,Westminster 009D,114,123,105,117,104
E01004674,Westminster 005A,65,54,68,47,32
E01004675,Westminster 005B,44,51,73,56,61
E01004676,Westminster 006A,48,37,49,36,29
E01004677,Westminster 005C,36,35,24,21,20
E01004678,Westminster 005D,43,45,33,40,34
E01004679,Westminster 005E,61,62,71,71,67
E01004680,Westminster 015A,20,26,23,31,26
E01004681,Westminster 016A,32,45,33,30,22
E01004682,Westminster 016B,35,31,40,23,35
E01004683,Westminster 015B,9,10,6,10,10
E01004684,Westminster 015C,32,35,54,29,24
E01004685,Westminster 015D,149,146,162,128,142
E01004686,Westminster 015E,55,42,46,30,38
E01004687,Westminster 019A,15,16,9,14,17
E01004688,Westminster 019B,11,22,34,26,32
E01004689,Westminster 019C,78,89,104,100,75
E01004690,Westminster 019D,20,25,18,16,21
E01004691,Westminster 019E,28,39,34,58,39
E01004692,Westminster 019F,4,8,8,29,7
E01004693,Westminster 017B,13,8,15,16,8
E01004694,Westminster 016C,30,31,28,35,27
E01004695,Westminster 017C,61,52,62,55,47
E01004696,Westminster 017D,24,28,18,18,20
E01004697,Westminster 016D,12,10,12,15,16
E01004698,Westminster 017E,36,29,32,26,28
E01004699,Westminster 017F,109,90,90,83,81
E01004700,Westminster 016E,14,14,13,16,15
E01004701,Westminster 007A,13,11,15,7,6
E01004702,Westminster 009E,85,109,109,103,64
E01004703,Westminster 007B,20,35,33,16,20
E01004704,Westminster 007C,23,36,25,21,12
E01004705,Westminster 007D,11,11,6,6,8
E01004706,Westminster 006B,15,19,22,26,18
E01004707,Westminster 006C,7,9,6,10,5
E01004708,Westminster 006D,39,35,22,32,23
E01004709,Westminster 007E,31,33,48,31,26
E01004710,Westminster 002D,56,37,36,52,51
E01004711,Westminster 002E,17,25,20,23,20
E01004712,Westminster 008C,34,26,24,30,38
E01004713,Westminster 011A,17,27,25,32,23
E01004714,Westminster 011B,108,113,138,132,121
E01004715,Westminster 013A,55,38,36,35,29
E01004716,Westminster 011C,13,25,19,19,18
E01004717,Westminster 011D,28,22,33,21,15
E01004718,Westminster 004A,46,51,37,37,33
E01004719,Westminster 004B,51,44,36,47,38
E01004720,Westminster 004C,40,40,39,47,30
E01004721,Westminster 004D,62,68,52,62,52
E01004722,Westminster 004E,57,42,41,45,40
E01004723,Westminster 005F,55,53,39,58,27
E01004724,Westminster 001C,19,28,26,24,8
E01004725,Westminster 003B,26,24,21,22,25
E01004726,Westminster 003C,20,20,18,13,14
