Codes,Names,theft_year_minus_3,theft_year_minus_2,theft_year_minus_1,theft_now,theft_2012
E01002450,Hillingdon 014A,15,8,8,9,13
E01002451,Hillingdon 014B,22,18,19,15,18
E01002452,Hillingdon 014C,34,25,17,34,30
E01002453,Hillingdon 014D,15,13,19,8,12
E01002454,Hillingdon 014E,19,13,10,18,15
E01002455,Hillingdon 019D,30,18,28,38,43
E01002456,Hillingdon 017C,43,35,42,41,30
E01002457,Hillingdon 019E,42,82,104,141,135
E01002458,Hillingdon 011A,9,20,13,17,11
E01002459,Hillingdon 011B,7,20,14,14,6
E01002460,Hillingdon 011C,49,40,58,46,45
E01002461,Hillingdon 013A,19,38,26,32,26
E01002462,Hillingdon 011D,7,14,11,12,15
E01002463,Hillingdon 013B,14,19,10,16,15
E01002464,Hillingdon 011E,12,10,8,12,11
E01002465,Hillingdon 009A,37,25,32,31,26
E01002466,Hillingdon 010B,30,32,17,27,25
E01002467,Hillingdon 009B,32,18,26,25,11
E01002468,Hillingdon 010C,27,34,28,46,24
E01002469,Hillingdon 010D,15,16,18,15,16
E01002470,Hillingdon 007D,67,66,76,72,54
E01002471,Hillingdon 008E,15,21,18,12,7
E01002472,Hillingdon 002A,75,52,61,81,68
E01002473,Hillingdon 001A,41,37,20,46,31
E01002474,Hillingdon 002B,57,39,33,59,28
E01002475,Hillingdon 001B,25,41,30,30,21
E01002476,Hillingdon 001C,37,17,14,13,10
E01002477,Hillingdon 001D,27,18,16,25,10
E01002478,Hillingdon 002C,36,35,35,56,31
E01002479,Hillingdon 004C,43,35,33,42,26
E01002480,Hillingdon 004D,16,14,28,21,12
E01002481,Hillingdon 004E,21,28,27,18,11
E01002482,Hillingdon 001E,28,17,12,23,26
E01002483,Hillingdon 002D,54,42,44,44,23
E01002484,Hillingdon 002E,20,18,17,27,21
E01002485,Hillingdon 002F,25,53,47,63,44
E01002486,Hillingdon 028A,50,50,59,62,67
E01002487,Hillingdon 028B,24,22,24,24,19
E01002488,Hillingdon 030B,51,53,59,53,46
E01002489,Hillingdon 030C,42,33,27,44,36
E01002490,Hillingdon 030D,47,51,67,134,92
E01002491,Hillingdon 032D,37,18,22,31,32
E01002492,Hillingdon 030E,30,25,34,32,33
E01002493,Hillingdon 032E,36,34,24,25,29
E01002494,Hillingdon 009C,26,19,7,8,15
E01002495,Hillingdon 010E,45,42,28,31,25
E01002496,Hillingdon 012A,89,103,82,127,91
E01002497,Hillingdon 012B,131,125,153,129,118
E01002498,Hillingdon 012C,53,43,65,79,53
E01002499,Hillingdon 012D,18,31,27,39,36
E01002500,Hillingdon 012E,23,19,21,22,28
E01002501,Hillingdon 026B,24,20,19,23,21
E01002502,Hillingdon 026C,29,22,31,21,28
E01002503,Hillingdon 027C,37,48,32,36,40
E01002504,Hillingdon 027D,42,58,51,41,42
E01002505,Hillingdon 026D,239,247,224,241,258
E01002506,Hillingdon 027E,205,165,165,219,170
E01002507,Hillingdon 027F,66,86,105,104,109
E01002508,Hillingdon 026E,47,59,49,57,48
E01002509,Hillingdon 017D,20,18,11,19,19
E01002510,Hillingdon 015B,17,12,6,13,26
E01002511,Hillingdon 017E,37,26,24,26,16
E01002512,Hillingdon 013C,41,58,67,86,62
E01002513,Hillingdon 013D,32,24,39,28,27
E01002514,Hillingdon 015C,99,173,128,120,133
E01002515,Hillingdon 015D,361,387,291,241,254
E01002516,Hillingdon 013E,18,17,9,26,19
E01002517,Hillingdon 016A,35,41,24,44,18
E01002518,Hillingdon 022C,28,28,12,23,18
E01002519,Hillingdon 022D,40,70,52,31,24
E01002520,Hillingdon 016B,65,91,61,57,45
E01002521,Hillingdon 016C,347,370,264,252,258
E01002522,Hillingdon 015E,87,73,72,74,69
E01002523,Hillingdon 016D,35,30,28,28,13
E01002524,Hillingdon 016E,54,32,41,45,25
E01002525,Hillingdon 029B,32,39,25,34,33
E01002526,Hillingdon 028C,46,36,22,23,44
E01002527,Hillingdon 031D,29,26,29,28,22
E01002528,Hillingdon 028D,96,63,37,87,81
E01002529,Hillingdon 029C,89,62,43,68,63
E01002530,Hillingdon 029D,45,34,35,33,39
E01002531,Hillingdon 029E,32,15,13,21,16
E01002532,Hillingdon 028E,47,28,33,39,43
E01002533,Hillingdon 005A,16,17,16,16,12
E01002534,Hillingdon 005B,27,14,13,20,14
E01002535,Hillingdon 007E,190,178,160,179,176
E01002536,Hillingdon 009D,19,15,20,15,17
E01002537,Hillingdon 009E,29,28,31,38,28
E01002538,Hillingdon 005C,47,71,64,71,48
E01002539,Hillingdon 005D,19,19,18,20,15
E01002540,Hillingdon 020C,77,100,126,113,57
E01002541,Hillingdon 023A,44,39,55,38,24
E01002542,Hillingdon 020D,58,63,65,87,46
E01002543,Hillingdon 020E,46,47,59,57,19
E01002544,Hillingdon 023B,64,93,73,64,76
E01002545,Hillingdon 023C,43,54,37,30,27
E01002546,Hillingdon 023D,24,47,33,27,22
E01002547,Hillingdon 023E,50,46,38,26,18
E01002548,Hillingdon 025A,73,57,42,90,54
E01002549,Hillingdon 025B,41,21,20,46,26
E01002550,Hillingdon 022E,42,31,25,43,23
E01002551,Hillingdon 025C,38,29,21,20,21
E01002552,Hillingdon 025D,38,33,50,35,31
E01002553,Hillingdon 025E,31,31,27,29,17
E01002554,Hillingdon 022F,154,190,140,237,234
E01002555,Hounslow 022A,47,32,25,52,64
E01002556,Hounslow 022B,18,18,11,28,12
E01002557,Hounslow 023A,53,35,30,38,34
E01002558,Hounslow 023B,34,35,18,29,26
E01002559,Hounslow 023C,85,79,85,97,82
E01002560,Hounslow 023D,52,22,55,57,40
E01002561,Hounslow 023E,34,10,23,27,17
E01002562,Hounslow 003A,28,44,55,59,55
E01002563,Hounslow 006A,29,37,48,36,45
E01002564,Hounslow 003B,28,38,51,73,65
E01002565,Hounslow 006B,58,82,87,78,92
E01002566,Hounslow 003C,100,88,156,154,130
E01002567,Hounslow 006C,54,40,43,53,50
E01002568,Hounslow 003D,42,51,85,73,66
E01002569,Hounslow 001A,31,47,46,62,53
E01002570,Hounslow 001B,115,156,121,153,140
E01002571,Hounslow 007A,40,45,38,63,60
E01002572,Hounslow 007B,105,142,133,160,162
E01002573,Hounslow 001C,79,98,95,121,123
E01002574,Hounslow 001D,64,57,51,68,64
E01002575,Hounslow 001E,77,67,78,113,90
E01002576,Hounslow 008A,24,36,39,28,34
E01002577,Hounslow 007C,58,38,39,73,86
E01002578,Hounslow 007D,48,61,36,88,69
E01002579,Hounslow 008B,64,47,44,67,88
E01002580,Hounslow 008C,23,25,27,38,34
E01002581,Hounslow 008D,33,51,56,51,51
E01002582,Hounslow 008E,41,39,43,67,60
E01002583,Hounslow 013A,36,37,37,53,52
E01002584,Hounslow 013B,37,51,35,37,42
E01002585,Hounslow 013C,22,39,38,46,14
E01002586,Hounslow 013D,22,26,18,31,38
E01002587,Hounslow 016A,29,34,26,36,27
E01002588,Hounslow 016B,25,25,21,25,20
E01002589,Hounslow 013E,67,89,133,178,138
E01002590,Hounslow 022C,44,38,29,46,45
E01002591,Hounslow 024A,14,15,15,24,13
E01002592,Hounslow 022D,102,85,93,153,141
E01002593,Hounslow 024B,44,39,55,62,63
E01002594,Hounslow 024C,21,20,21,46,40
E01002595,Hounslow 022E,28,25,29,34,21
E01002596,Hounslow 027A,47,38,36,32,31
E01002597,Hounslow 025A,175,189,228,209,186
E01002598,Hounslow 025B,78,101,84,73,86
E01002599,Hounslow 025C,28,22,17,14,18
E01002600,Hounslow 025D,15,20,14,7,18
E01002601,Hounslow 027B,39,34,32,44,23
E01002602,Hounslow 027C,19,13,25,13,9
E01002603,Hounslow 025E,38,18,33,16,29
E01002604,Hounslow 026A,33,53,24,17,30
E01002605,Hounslow 026B,72,65,49,47,44
E01002606,Hounslow 026C,30,12,19,39,22
E01002607,Hounslow 026D,37,60,50,61,43
E01002608,Hounslow 028A,85,63,48,52,54
E01002609,Hounslow 028B,21,24,17,27,7
E01002610,Hounslow 028C,18,29,21,30,19
E01002611,Hounslow 024D,46,62,57,71,56
E01002612,Hounslow 024E,73,60,74,59,72
E01002613,Hounslow 024F,15,24,16,19,23
E01002614,Hounslow 027D,52,89,48,46,60
E01002615,Hounslow 026E,57,64,56,107,76
E01002616,Hounslow 027E,35,26,29,25,19
E01002617,Hounslow 028D,21,25,23,25,21
E01002618,Hounslow 011A,22,21,30,36,26
E01002619,Hounslow 010A,26,24,34,19,35
E01002620,Hounslow 004A,31,36,42,48,45
E01002621,Hounslow 011B,16,25,23,33,27
E01002622,Hounslow 010B,20,27,28,33,28
E01002623,Hounslow 011C,23,12,31,36,26
E01002624,Hounslow 017A,26,32,25,27,27
E01002625,Hounslow 004B,20,16,21,30,12
E01002626,Hounslow 004C,27,39,34,55,45
E01002627,Hounslow 004D,23,13,20,21,18
E01002628,Hounslow 011D,38,51,56,48,40
E01002629,Hounslow 011E,45,58,64,79,43
E01002630,Hounslow 012A,32,24,28,56,47
E01002631,Hounslow 004E,15,28,29,25,31
E01002632,Hounslow 010C,28,30,30,35,40
E01002633,Hounslow 005A,75,89,84,97,73
E01002634,Hounslow 005B,55,53,38,65,79
E01002635,Hounslow 010D,99,91,136,93,152
E01002636,Hounslow 010E,23,21,21,19,10
E01002637,Hounslow 005C,212,189,297,236,253
E01002638,Hounslow 005D,26,40,37,76,47
E01002639,Hounslow 012B,21,15,25,16,29
E01002640,Hounslow 012C,192,121,81,60,61
E01002641,Hounslow 018A,171,204,131,142,116
E01002642,Hounslow 015A,116,114,129,180,152
E01002643,Hounslow 015B,21,28,19,37,26
E01002644,Hounslow 018B,723,732,707,729,813
E01002645,Hounslow 015C,53,51,46,54,43
E01002646,Hounslow 017B,37,24,30,40,26
E01002647,Hounslow 021A,19,28,29,26,25
E01002648,Hounslow 018C,63,83,85,103,70
E01002649,Hounslow 018D,53,49,48,64,47
E01002650,Hounslow 021B,28,38,39,55,40
E01002651,Hounslow 021C,21,29,21,19,25
E01002652,Hounslow 021D,30,32,22,17,25
E01002653,Hounslow 019A,30,26,27,26,17
E01002654,Hounslow 019B,18,22,27,11,12
E01002655,Hounslow 019C,28,42,23,18,27
E01002656,Hounslow 019D,12,17,19,19,10
E01002657,Hounslow 018E,22,30,26,35,25
E01002658,Hounslow 015D,16,25,15,24,16
E01002659,Hounslow 019E,19,15,13,23,11
E01002660,Hounslow 016C,29,41,28,41,24
E01002661,Hounslow 016D,101,100,106,104,92
E01002662,Hounslow 017C,45,68,46,67,39
E01002663,Hounslow 017D,40,32,31,31,31
E01002664,Hounslow 017E,105,115,145,167,215
E01002665,Hounslow 016E,17,23,32,37,24
E01002666,Hounslow 021E,16,10,19,25,17
E01002667,Hounslow 020A,71,50,57,54,44
E01002668,Hounslow 014A,74,41,45,59,61
E01002669,Hounslow 014B,26,26,34,24,25
E01002670,Hounslow 020B,41,46,38,44,26
E01002671,Hounslow 020C,28,23,38,27,22
E01002672,Hounslow 020D,112,80,121,131,132
E01002673,Hounslow 020E,18,18,19,18,16
E01002674,Hounslow 012D,22,31,20,27,31
E01002675,Hounslow 009A,23,51,52,43,25
E01002676,Hounslow 012E,26,33,36,41,28
E01002677,Hounslow 015E,42,51,50,42,41
E01002678,Hounslow 009B,118,130,147,200,152
E01002679,Hounslow 009C,57,56,50,61,67
E01002680,Hounslow 009D,49,65,55,59,50
E01002681,Hounslow 014C,71,55,96,93,69
E01002682,Hounslow 014D,60,54,52,53,55
E01002683,Hounslow 014E,42,42,46,49,47
E01002684,Hounslow 006D,101,91,68,103,70
E01002685,Hounslow 003E,114,119,128,95,105
E01002686,Hounslow 006E,51,47,56,36,55
E01002687,Hounslow 002A,50,46,41,55,53
E01002688,Hounslow 002B,271,250,251,229,220
E01002689,Hounslow 007E,32,27,30,31,35
E01002690,Hounslow 007F,29,38,29,41,47
E01002691,Hounslow 002C,64,48,58,59,65
E01002692,Hounslow 002D,95,90,110,121,106
E01002693,Hounslow 002E,231,221,160,182,229
E01002694,Islington 019A,36,28,44,18,21
E01002695,Islington 021A,110,134,164,189,146
E01002696,Islington 020A,403,588,617,509,444
E01002697,Islington 019B,65,55,57,66,63
E01002698,Islington 017A,40,63,38,46,65
E01002699,Islington 017B,61,64,54,61,55
E01002700,Islington 017C,70,55,62,37,61
E01002701,Islington 023A,73,111,108,106,151
E01002702,Islington 023B,71,80,73,85,112
E01002703,Islington 023C,39,38,35,49,63
E01002704,Islington 023D,689,501,597,674,762
E01002705,Islington 022A,309,280,374,334,385
E01002706,Islington 023E,177,171,148,161,158
E01002707,Islington 022B,138,127,125,156,165
E01002708,Islington 015A,114,160,120,99,252
E01002709,Islington 019C,47,51,35,29,44
E01002710,Islington 019D,85,81,79,108,177
E01002711,Islington 021B,243,294,332,409,466
E01002712,Islington 015B,49,48,40,68,60
E01002713,Islington 015C,45,49,39,56,45
E01002714,Islington 017D,91,100,100,68,96
E01002715,Islington 019E,85,67,54,41,57
E01002716,Islington 014A,90,124,149,137,143
E01002717,Islington 016A,36,27,33,28,38
E01002718,Islington 014B,63,51,55,60,53
E01002719,Islington 016B,58,87,102,117,131
E01002720,Islington 016C,68,61,74,100,97
E01002721,Islington 014C,39,30,54,46,55
E01002722,Islington 018A,38,39,38,45,50
E01002723,Islington 022C,92,106,85,85,96
E01002724,Islington 022D,844,732,822,686,742
E01002725,Islington 022E,51,55,55,62,58
E01002726,Islington 022F,178,170,152,218,228
E01002727,Islington 021C,80,76,90,70,75
E01002728,Islington 021D,57,53,55,79,64
E01002729,Islington 021E,59,83,107,98,128
E01002730,Islington 007A,115,98,116,135,123
E01002731,Islington 007B,535,530,544,544,438
E01002732,Islington 005A,58,52,63,49,64
E01002733,Islington 007C,53,39,44,33,33
E01002734,Islington 005B,117,99,142,157,191
E01002735,Islington 003A,97,72,91,97,98
E01002736,Islington 005C,15,25,25,25,17
E01002737,Islington 005D,37,38,41,44,36
E01002738,Islington 009A,45,42,75,68,87
E01002739,Islington 013A,64,63,79,80,105
E01002740,Islington 013B,130,148,165,156,201
E01002741,Islington 009B,24,37,29,36,36
E01002742,Islington 006A,56,42,34,43,40
E01002743,Islington 009C,32,35,31,40,38
E01002744,Islington 009D,25,33,39,59,45
E01002745,Islington 013C,46,50,46,38,42
E01002746,Islington 011A,174,197,201,172,207
E01002747,Islington 006B,56,58,48,52,69
E01002748,Islington 006C,65,52,64,90,76
E01002749,Islington 006D,20,21,21,23,31
E01002750,Islington 006E,41,61,60,71,61
E01002751,Islington 005E,40,39,43,49,41
E01002752,Islington 009E,21,26,22,38,38
E01002753,Islington 002A,31,22,16,22,19
E01002754,Islington 002B,49,55,31,39,40
E01002755,Islington 001A,32,20,36,27,31
E01002756,Islington 001B,31,41,43,46,33
E01002757,Islington 002C,39,20,32,27,25
E01002758,Islington 001C,53,42,44,49,47
E01002759,Islington 002D,37,48,43,35,35
E01002760,Islington 002E,18,16,27,28,26
E01002761,Islington 011B,108,125,110,108,140
E01002762,Islington 011C,56,92,63,74,68
E01002763,Islington 007D,72,97,77,84,80
E01002764,Islington 010A,51,76,67,54,52
E01002765,Islington 015D,56,84,59,84,95
E01002766,Islington 015E,28,31,36,31,52
E01002767,Islington 011D,45,86,59,55,60
E01002768,Islington 004A,46,45,44,38,45
E01002769,Islington 008A,48,57,70,53,61
E01002770,Islington 004B,276,209,238,208,205
E01002771,Islington 004C,50,44,35,41,58
E01002772,Islington 002F,97,83,83,82,99
E01002773,Islington 004D,21,23,27,27,26
E01002774,Islington 004E,58,57,55,79,71
E01002775,Islington 014D,50,60,58,50,75
E01002776,Islington 014E,58,59,66,67,89
E01002777,Islington 012A,34,47,57,56,70
E01002778,Islington 012B,57,36,71,63,54
E01002779,Islington 012C,55,71,75,77,122
E01002780,Islington 014F,39,41,55,61,72
E01002781,Islington 012D,32,18,27,32,28
E01002782,Islington 012E,33,37,27,18,50
E01002783,Islington 010B,54,74,41,47,48
E01002784,Islington 010C,43,67,57,44,33
E01002785,Islington 008B,90,76,85,98,97
E01002786,Islington 010D,54,82,67,79,55
E01002787,Islington 010E,28,44,28,44,32
E01002788,Islington 008C,63,53,57,57,52
E01002789,Islington 008D,55,69,53,51,63
E01002790,Islington 016D,98,109,93,106,104
E01002791,Islington 016E,131,133,123,154,168
E01002792,Islington 017E,144,133,131,145,130
E01002793,Islington 016F,83,78,98,90,109
E01002794,Islington 020B,1077,1016,952,907,857
E01002795,Islington 013D,206,196,322,337,340
E01002796,Islington 013E,28,50,51,33,43
E01002797,Islington 018B,110,107,112,99,128
E01002798,Islington 018C,53,63,62,61,80
E01002799,Islington 018D,71,80,80,94,113
E01002800,Islington 018E,18,24,30,30,19
E01002801,Islington 020C,296,310,238,243,342
E01002802,Islington 020D,80,74,56,84,89
E01002803,Islington 020E,251,308,265,319,321
E01002804,Islington 001D,34,50,48,52,51
E01002805,Islington 003B,82,64,120,109,130
E01002806,Islington 003C,31,36,31,25,37
E01002807,Islington 001E,33,44,30,40,32
E01002808,Islington 003D,48,52,49,36,60
E01002809,Islington 003E,35,28,41,24,24
E01002810,Islington 003F,46,54,53,65,49
E01002811,Islington 001F,34,29,29,44,36
E01002812,Kensington and Chelsea 013A,43,33,38,49,36
E01002813,Kensington and Chelsea 011A,75,50,49,74,66
E01002814,Kensington and Chelsea 015A,121,111,115,144,93
E01002815,Kensington and Chelsea 011B,20,26,32,30,20
E01002816,Kensington and Chelsea 011C,114,72,103,107,104
E01002817,Kensington and Chelsea 011D,200,184,207,184,162
E01002818,Kensington and Chelsea 012A,487,565,507,470,499
E01002819,Kensington and Chelsea 012B,380,371,568,765,619
E01002820,Kensington and Chelsea 016A,203,189,208,259,220
E01002821,Kensington and Chelsea 014A,245,267,257,311,316
E01002822,Kensington and Chelsea 016B,84,92,122,148,146
E01002823,Kensington and Chelsea 014B,61,75,67,104,43
E01002824,Kensington and Chelsea 008A,41,26,53,33,30
E01002825,Kensington and Chelsea 008B,139,95,125,153,163
E01002826,Kensington and Chelsea 008C,221,255,262,243,320
E01002827,Kensington and Chelsea 008D,192,185,242,269,296
E01002828,Kensington and Chelsea 008E,62,45,63,59,59
E01002829,Kensington and Chelsea 004A,73,73,82,69,82
E01002830,Kensington and Chelsea 004B,86,71,80,80,72
E01002831,Kensington and Chelsea 004C,293,280,290,286,318
E01002832,Kensington and Chelsea 004D,162,157,160,197,199
E01002833,Kensington and Chelsea 007A,278,251,312,288,331
E01002834,Kensington and Chelsea 013B,33,44,39,47,49
E01002835,Kensington and Chelsea 016C,258,321,282,298,305
E01002836,Kensington and Chelsea 016D,60,84,95,106,96
E01002837,Kensington and Chelsea 016E,22,39,29,28,39
E01002838,Kensington and Chelsea 020A,55,49,66,90,94
E01002839,Kensington and Chelsea 013C,51,52,59,45,49
E01002840,Kensington and Chelsea 021A,35,36,32,36,46
E01002841,Kensington and Chelsea 021B,54,73,61,113,86
E01002842,Kensington and Chelsea 021C,10,10,12,9,11
E01002843,Kensington and Chelsea 021D,56,71,114,159,95
E01002844,Kensington and Chelsea 019A,69,59,86,113,102
E01002845,Kensington and Chelsea 019B,32,34,38,48,49
E01002846,Kensington and Chelsea 017A,93,74,98,75,184
E01002847,Kensington and Chelsea 015B,50,33,45,49,41
E01002848,Kensington and Chelsea 015C,29,19,30,34,25
E01002849,Kensington and Chelsea 017B,56,85,98,123,101
E01002850,Kensington and Chelsea 013D,144,174,138,174,171
E01002851,Kensington and Chelsea 015D,76,71,80,101,104
E01002852,Kensington and Chelsea 001A,177,173,227,177,213
E01002853,Kensington and Chelsea 001B,58,38,42,23,39
E01002854,Kensington and Chelsea 001C,64,58,60,68,43
E01002855,Kensington and Chelsea 001D,102,90,116,114,144
E01002856,Kensington and Chelsea 004E,153,141,120,119,121
E01002857,Kensington and Chelsea 001E,30,34,41,24,37
E01002858,Kensington and Chelsea 014C,40,38,58,43,41
E01002859,Kensington and Chelsea 012C,230,223,190,233,257
E01002860,Kensington and Chelsea 012D,85,94,102,114,104
E01002861,Kensington and Chelsea 014D,121,121,124,146,128
E01002862,Kensington and Chelsea 014E,27,22,30,36,42
E01002863,Kensington and Chelsea 012E,35,40,39,50,57
E01002864,Kensington and Chelsea 009A,76,63,60,77,64
E01002865,Kensington and Chelsea 011E,146,153,109,108,104
E01002866,Kensington and Chelsea 009B,55,66,62,54,49
E01002867,Kensington and Chelsea 009C,77,83,96,114,73
E01002868,Kensington and Chelsea 009D,49,43,35,34,38
E01002869,Kensington and Chelsea 009E,57,40,72,56,44
E01002870,Kensington and Chelsea 005A,72,39,30,36,48
E01002871,Kensington and Chelsea 007B,139,103,140,137,148
E01002872,Kensington and Chelsea 005B,35,29,50,38,45
E01002873,Kensington and Chelsea 007C,66,36,61,55,45
E01002874,Kensington and Chelsea 007D,59,64,45,44,66
E01002875,Kensington and Chelsea 007E,50,59,54,48,52
E01002876,Kensington and Chelsea 003A,50,47,41,51,59
E01002877,Kensington and Chelsea 003B,161,87,72,88,87
E01002878,Kensington and Chelsea 003C,91,70,60,68,62
E01002879,Kensington and Chelsea 005C,110,67,75,94,84
E01002880,Kensington and Chelsea 005D,42,25,20,28,37
E01002881,Kensington and Chelsea 005E,35,33,22,30,27
E01002882,Kensington and Chelsea 006A,117,89,84,77,95
E01002883,Kensington and Chelsea 006B,297,271,285,227,250
E01002884,Kensington and Chelsea 006C,314,277,269,242,245
E01002885,Kensington and Chelsea 006D,88,83,114,79,109
E01002886,Kensington and Chelsea 006E,128,114,113,134,133
E01002887,Kensington and Chelsea 010A,106,99,98,91,80
E01002888,Kensington and Chelsea 013E,66,67,64,90,65
E01002889,Kensington and Chelsea 010B,504,412,363,296,354
E01002890,Kensington and Chelsea 010C,53,43,51,51,46
E01002891,Kensington and Chelsea 010D,36,26,33,46,33
E01002892,Kensington and Chelsea 010E,36,61,73,76,78
E01002893,Kensington and Chelsea 017C,50,45,55,34,40
E01002894,Kensington and Chelsea 017D,66,64,66,72,75
E01002895,Kensington and Chelsea 020B,88,103,115,112,115
E01002896,Kensington and Chelsea 020C,75,54,75,84,73
E01002897,Kensington and Chelsea 020D,41,41,40,42,34
E01002898,Kensington and Chelsea 017E,51,59,73,73,54
E01002899,Kensington and Chelsea 018A,90,87,113,137,166
E01002900,Kensington and Chelsea 018B,49,51,49,45,68
E01002901,Kensington and Chelsea 018C,36,34,38,43,37
E01002902,Kensington and Chelsea 018D,197,218,208,247,252
E01002903,Kensington and Chelsea 018E,125,155,155,153,165
E01002904,Kensington and Chelsea 002A,34,10,18,10,10
E01002905,Kensington and Chelsea 002B,65,54,59,44,54
E01002906,Kensington and Chelsea 002C,97,60,59,63,61
E01002907,Kensington and Chelsea 002D,32,23,22,18,19
E01002908,Kensington and Chelsea 003D,63,42,34,46,44
E01002909,Kensington and Chelsea 003E,96,48,59,68,49
E01002910,Kensington and Chelsea 019C,38,35,50,57,73
E01002911,Kensington and Chelsea 019D,125,117,132,206,174
E01002912,Kensington and Chelsea 020E,128,130,133,185,199
E01002913,Kensington and Chelsea 021E,44,39,42,48,43
E01002914,Kensington and Chelsea 019E,155,158,174,215,230
E01002915,Kingston upon Thames 014A,17,9,12,13,8
E01002916,Kingston upon Thames 014B,15,13,10,14,15
E01002917,Kingston upon Thames 014C,15,10,12,13,15
E01002918,Kingston upon Thames 017A,16,8,18,17,15
E01002919,Kingston upon Thames 017B,74,88,120,101,77
E01002920,Kingston upon Thames 014D,17,19,19,15,19
E01002921,Kingston upon Thames 011A,14,22,41,22,21
E01002922,Kingston upon Thames 010A,8,13,7,11,9
E01002923,Kingston upon Thames 013A,14,17,22,22,11
E01002924,Kingston upon Thames 014E,8,8,10,7,8
E01002925,Kingston upon Thames 013B,28,25,31,18,20
E01002926,Kingston upon Thames 010B,18,28,15,21,12
E01002927,Kingston upon Thames 008A,17,20,22,10,12
E01002928,Kingston upon Thames 008B,16,38,23,34,26
E01002929,Kingston upon Thames 007A,50,49,40,44,53
E01002930,Kingston upon Thames 007B,148,112,141,172,158
E01002931,Kingston upon Thames 007C,23,28,26,23,19
E01002932,Kingston upon Thames 006A,46,64,50,41,33
E01002933,Kingston upon Thames 004A,22,18,25,17,15
E01002934,Kingston upon Thames 004B,20,26,14,23,26
E01002935,Kingston upon Thames 003A,51,56,45,51,49
E01002936,Kingston upon Thames 004C,86,79,95,85,59
E01002937,Kingston upon Thames 004D,31,29,22,24,20
E01002938,Kingston upon Thames 003B,51,34,21,32,15
E01002939,Kingston upon Thames 018A,26,30,22,53,25
E01002940,Kingston upon Thames 020A,15,13,16,13,10
E01002941,Kingston upon Thames 018B,47,38,34,55,26
E01002942,Kingston upon Thames 018C,7,8,4,13,9
E01002943,Kingston upon Thames 020B,15,14,13,7,13
E01002944,Kingston upon Thames 019A,18,15,17,30,29
E01002945,Kingston upon Thames 019B,20,15,11,6,12
E01002946,Kingston upon Thames 019C,13,16,19,11,9
E01002947,Kingston upon Thames 019D,20,8,12,12,12
E01002948,Kingston upon Thames 020C,114,93,114,91,73
E01002949,Kingston upon Thames 020D,15,12,14,20,12
E01002950,Kingston upon Thames 020E,23,18,20,18,8
E01002951,Kingston upon Thames 003C,30,22,21,32,19
E01002952,Kingston upon Thames 002A,16,25,33,40,16
E01002953,Kingston upon Thames 002B,30,20,26,18,25
E01002954,Kingston upon Thames 003D,52,45,58,60,47
E01002955,Kingston upon Thames 002C,21,34,26,20,28
E01002956,Kingston upon Thames 002D,22,40,29,38,32
E01002957,Kingston upon Thames 003E,17,14,13,29,16
E01002958,Kingston upon Thames 008C,6,17,20,18,15
E01002959,Kingston upon Thames 002E,20,28,9,20,11
E01002960,Kingston upon Thames 006B,28,24,38,28,25
E01002961,Kingston upon Thames 008D,20,27,26,22,28
E01002962,Kingston upon Thames 006C,22,12,20,13,9
E01002963,Kingston upon Thames 007D,15,12,11,22,14
E01002964,Kingston upon Thames 005A,273,249,374,358,317
E01002965,Kingston upon Thames 009A,52,63,75,78,82
E01002966,Kingston upon Thames 010C,25,8,28,35,25
E01002967,Kingston upon Thames 009B,17,20,28,18,22
E01002968,Kingston upon Thames 009C,1652,1698,1678,1538,1518
E01002969,Kingston upon Thames 005B,20,7,14,12,16
E01002970,Kingston upon Thames 006D,48,34,37,32,33
E01002971,Kingston upon Thames 005C,48,37,36,26,30
E01002972,Kingston upon Thames 005D,82,55,68,76,60
E01002973,Kingston upon Thames 006E,45,42,49,40,23
E01002974,Kingston upon Thames 005E,61,39,40,40,30
E01002975,Kingston upon Thames 012A,20,17,6,20,15
E01002976,Kingston upon Thames 015A,9,5,7,8,8
E01002977,Kingston upon Thames 012B,24,26,26,21,14
E01002978,Kingston upon Thames 015B,20,21,21,23,23
E01002979,Kingston upon Thames 015C,17,11,12,11,15
E01002980,Kingston upon Thames 012C,11,13,15,9,20
E01002981,Kingston upon Thames 012D,14,8,15,11,12
E01002982,Kingston upon Thames 015D,12,16,14,14,16
E01002983,Kingston upon Thames 015E,18,26,20,19,17
E01002984,Kingston upon Thames 012E,31,17,24,22,18
E01002985,Kingston upon Thames 007E,41,53,29,26,28
E01002986,Kingston upon Thames 008E,16,10,12,20,16
E01002987,Kingston upon Thames 011B,140,131,162,146,156
E01002988,Kingston upon Thames 011C,33,25,38,28,30
E01002989,Kingston upon Thames 011D,26,26,29,28,41
E01002990,Kingston upon Thames 009D,24,24,27,37,10
E01002991,Kingston upon Thames 009E,12,8,10,13,21
E01002992,Kingston upon Thames 010D,20,13,10,16,19
E01002993,Kingston upon Thames 013C,11,9,9,7,15
E01002994,Kingston upon Thames 016A,8,8,5,8,11
E01002995,Kingston upon Thames 013D,9,10,11,17,12
E01002996,Kingston upon Thames 016B,19,23,18,14,27
E01002997,Kingston upon Thames 016C,13,10,15,11,22
E01002998,Kingston upon Thames 016D,25,16,17,15,11
E01002999,Kingston upon Thames 013E,14,18,17,21,20
